respondent_id,xyz_vaccine,seasonal_vaccine
26779,0.119782084,0.282657094
26780,0.17740223,0.913275563
26781,0.514453545,0.916099989
26782,0.477499742,0.652647139
26783,0.235256817,0.651340095
26784,0.225432829,0.704864035
26785,0.154207194,0.468905521
26786,0.132932937,0.537296637
26787,0.131498854,0.683874061
26788,0.127599676,0.649724933
26789,0.294139534,0.436262846
26790,0.524562239,0.739973816
26791,0.381919313,0.562784431
26792,0.372394408,0.644714321
26793,0.065351135,0.207150501
26794,0.157840024,0.240777288
26795,0.096682813,0.722423143
26796,0.10803204,0.251658219
26797,0.302218231,0.367012059
26798,0.096352361,0.610417434
26799,0.078047419,0.170412036
26800,0.198721342,0.679080946
26801,0.182822362,0.154727762
26802,0.260012648,0.412260163
26803,0.517823242,0.859437537
26804,0.210452969,0.656784882
26805,0.147346211,0.023790481
26806,0.222459508,0.600881611
26807,0.377069616,0.754976481
26808,0.806968251,0.860127682
26809,0.325934952,0.247371887
26810,0.044486452,0.060303481
26811,0.111454246,0.388040054
26812,0.112653136,0.29221596
26813,0.070259902,0.332792124
26814,0.246792048,0.590355396
26815,0.126426282,0.119649788
26816,0.053165739,0.072591042
26817,0.605622873,0.911124062
26818,0.074946441,0.081762876
26819,0.374062434,0.400608568
26820,0.099502407,0.41781947
26821,0.141724903,0.212528056
26822,0.161598517,0.480193771
26823,0.131266798,0.588479866
26824,0.109698158,0.394868032
26825,0.19081463,0.714792079
26826,0.236472134,0.578044774
26827,0.082791488,0.257760007
26828,0.143626212,0.675819053
26829,0.531354448,0.955294694
26830,0.55235806,0.863291899
26831,0.134977624,0.594188712
26832,0.116582205,0.356744253
26833,0.118775273,0.554436244
26834,0.081283299,0.220359436
26835,0.126880409,0.858753396
26836,0.176148471,0.789689386
26837,0.158128477,0.234734201
26838,0.207435886,0.834200112
26839,0.172984673,0.123210414
26840,0.115281834,0.579476896
26841,0.180592809,0.618820946
26842,0.093965323,0.590763232
26843,0.541955922,0.675088592
26844,0.134320888,0.476898271
26845,0.121944292,0.616263422
26846,0.045154735,0.0729144
26847,0.103302269,0.409475078
26848,0.298470813,0.615864978
26849,0.141323989,0.490818355
26850,0.138063614,0.304315037
26851,0.16386107,0.161189999
26852,0.089006752,0.1814189
26853,0.440707428,0.450097804
26854,0.517348515,0.898666563
26855,0.364130955,0.6611733
26856,0.084400664,0.197620336
26857,0.154758325,0.130290734
26858,0.208944063,0.784026889
26859,0.075343218,0.190788234
26860,0.099341062,0.148016479
26861,0.31434941,0.667031059
26862,0.18282371,0.215084829
26863,0.084232068,0.262162691
26864,0.147146253,0.610398904
26865,0.200816101,0.465452451
26866,0.325397402,0.777846258
26867,0.087120535,0.849396225
26868,0.128151926,0.211056718
26869,0.0909213,0.084499323
26870,0.08698881,0.150080833
26871,0.140895517,0.331659853
26872,0.124208375,0.101935157
26873,0.619227149,0.590765835
26874,0.106425005,0.451172444
26875,0.329371108,0.588694268
26876,0.077531226,0.36595913
26877,0.086881958,0.049792116
26878,0.129708163,0.056361759
26879,0.29208532,0.687095031
26880,0.030476865,0.079253324
26881,0.40187644,0.443926518
26882,0.123719895,0.309059875
26883,0.126604902,0.354816752
26884,0.186979236,0.500561923
26885,0.202882803,0.232268127
26886,0.140623043,0.396427451
26887,0.14197849,0.505473534
26888,0.085796788,0.308941618
26889,0.119787774,0.330953883
26890,0.106889583,0.311531886
26891,0.150623918,0.351283561
26892,0.23632828,0.807657077
26893,0.107838032,0.359644508
26894,0.113005137,0.288554029
26895,0.064487103,0.624831601
26896,0.112833952,0.691011418
26897,0.06950445,0.147094492
26898,0.037323395,0.082910512
26899,0.221674242,0.214374547
26900,0.079299756,0.319079098
26901,0.411136434,0.380103141
26902,0.568922454,0.884901065
26903,0.155676902,0.15522453
26904,0.1005799,0.394287473
26905,0.426589916,0.769758146
26906,0.552883501,0.838739743
26907,0.336942475,0.81862401
26908,0.112173561,0.613254993
26909,0.069586957,0.256549914
26910,0.11982594,0.396413963
26911,0.232538853,0.460252032
26912,0.133334014,0.639666723
26913,0.07844391,0.071648374
26914,0.186309259,0.761093742
26915,0.142368286,0.74126333
26916,0.154746183,0.379206453
26917,0.06293199,0.180516805
26918,0.308140201,0.326961039
26919,0.707124177,0.963984902
26920,0.326018904,0.485964597
26921,0.15580638,0.698365329
26922,0.551429912,0.870793704
26923,0.1233942,0.445749005
26924,0.094083872,0.320469045
26925,0.111412295,0.879196167
26926,0.149733934,0.080341755
26927,0.177015809,0.840532174
26928,0.097416718,0.199197008
26929,0.406582596,0.591506711
26930,0.118447231,0.438559526
26931,0.13918241,0.589074193
26932,0.272698353,0.779537005
26933,0.15999935,0.460443937
26934,0.065461483,0.148039148
26935,0.475640126,0.617736064
26936,0.124648431,0.699149288
26937,0.151847893,0.879500854
26938,0.072329793,0.685216929
26939,0.088241506,0.266234998
26940,0.074944032,0.098900204
26941,0.505722062,0.738105554
26942,0.102369301,0.580251784
26943,0.222149231,0.503664117
26944,0.04245152,0.029497224
26945,0.23556442,0.946324621
26946,0.175136842,0.579864197
26947,0.122994488,0.645265083
26948,0.238666879,0.768004597
26949,0.123726724,0.197708694
26950,0.127838077,0.670677846
26951,0.175719872,0.893936766
26952,0.12516129,0.544235038
26953,0.134186524,0.164054813
26954,0.13049756,0.247971763
26955,0.190036529,0.555452294
26956,0.085345935,0.209436241
26957,0.321602388,0.89757045
26958,0.094380754,0.356612206
26959,0.141634188,0.233328909
26960,0.190051925,0.499644632
26961,0.200477757,0.972875758
26962,0.347672032,0.131689985
26963,0.087935389,0.165200159
26964,0.251164809,0.648729479
26965,0.099019157,0.347370885
26966,0.228776073,0.106463197
26967,0.12781292,0.531536027
26968,0.105219726,0.880258487
26969,0.777997598,0.962887012
26970,0.196421012,0.679354232
26971,0.179978688,0.529640803
26972,0.251910173,0.555274237
26973,0.134307006,0.075849224
26974,0.122149484,0.298656639
26975,0.236582173,0.451285709
26976,0.108798506,0.257418645
26977,0.136960467,0.31477882
26978,0.081569218,0.320895245
26979,0.164924719,0.274269669
26980,0.106187118,0.352109248
26981,0.102675426,0.26276901
26982,0.169270613,0.70734312
26983,0.347369891,0.876797546
26984,0.051506297,0.129902138
26985,0.258484022,0.144133821
26986,0.203057185,0.610393189
26987,0.275121919,0.143349143
26988,0.156093466,0.717676364
26989,0.179812719,0.840315663
26990,0.206193008,0.827763839
26991,0.434954783,0.302396666
26992,0.072852753,0.088813339
26993,0.132051109,0.758960419
26994,0.144213921,0.231266443
26995,0.769786616,0.850369537
26996,0.106070128,0.351819871
26997,0.060615374,0.245129601
26998,0.052214259,0.103105531
26999,0.119321968,0.337606085
27000,0.473143252,0.881518826
27001,0.075057935,0.152892556
27002,0.104569054,0.579610169
27003,0.288519953,0.430965932
27004,0.127207909,0.312835817
27005,0.235544081,0.480663563
27006,0.151351937,0.822161378
27007,0.344283787,0.812538484
27008,0.08823973,0.104976306
27009,0.12804706,0.464160117
27010,0.365229401,0.773237626
27011,0.103288511,0.307919887
27012,0.07149622,0.259857327
27013,0.611122732,0.844602873
27014,0.093883271,0.356415985
27015,0.367037184,0.685677291
27016,0.177010311,0.551984305
27017,0.163316644,0.461961461
27018,0.186536165,0.744786995
27019,0.235283331,0.521422365
27020,0.088443734,0.243030699
27021,0.209394135,0.836104344
27022,0.332808176,0.323690228
27023,0.087623376,0.166613504
27024,0.092667488,0.223520493
27025,0.384944747,0.243020579
27026,0.327642639,0.576375624
27027,0.121184714,0.653656457
27028,0.0832065,0.342436853
27029,0.172826306,0.334862346
27030,0.10741075,0.298242043
27031,0.330562064,0.60361129
27032,0.123611646,0.285615988
27033,0.098546308,0.244497171
27034,0.105473596,0.471399161
27035,0.209125641,0.41176546
27036,0.47515659,0.707082323
27037,0.390515892,0.685763359
27038,0.064279393,0.288271763
27039,0.072153632,0.541357454
27040,0.183010092,0.644522944
27041,0.159163006,0.396430655
27042,0.159017379,0.537928928
27043,0.086803579,0.216548619
27044,0.150859385,0.292434685
27045,0.125107545,0.302639176
27046,0.388988027,0.318319426
27047,0.100766729,0.155719093
27048,0.100540703,0.61086881
27049,0.056091186,0.17033422
27050,0.088348605,0.554976459
27051,0.429392951,0.70335982
27052,0.107048619,0.197664031
27053,0.302665652,0.8680411
27054,0.059020423,0.059927324
27055,0.151481583,0.749258781
27056,0.081698879,0.195956037
27057,0.072186762,0.511124423
27058,0.184364174,0.949092335
27059,0.144678306,0.283639989
27060,0.235206394,0.799770308
27061,0.463027962,0.525088976
27062,0.06082423,0.027236439
27063,0.089266634,0.163393505
27064,0.531873612,0.553694813
27065,0.138366045,0.109546525
27066,0.489143452,0.892988237
27067,0.132197155,0.320368296
27068,0.141207838,0.554918967
27069,0.191743893,0.647946217
27070,0.1579164,0.28429615
27071,0.383174676,0.513336056
27072,0.130101905,0.262136332
27073,0.11653813,0.618813275
27074,0.106090913,0.315020559
27075,0.142304857,0.23971144
27076,0.067800199,0.100369921
27077,0.133052103,0.322919208
27078,0.768195639,0.916140671
27079,0.136163449,0.888662348
27080,0.317943981,0.414603253
27081,0.090863948,0.297015164
27082,0.498806836,0.6767428
27083,0.661916082,0.787563102
27084,0.097877456,0.265872489
27085,0.523928869,0.686132467
27086,0.093651219,0.090128611
27087,0.084833535,0.128448074
27088,0.20814869,0.769708428
27089,0.120611079,0.348977751
27090,0.105757112,0.151712136
27091,0.233493604,0.84162207
27092,0.159462132,0.866979542
27093,0.125921445,0.242954944
27094,0.419120534,0.521568996
27095,0.293868476,0.930010928
27096,0.333137036,0.237576808
27097,0.076503763,0.417378104
27098,0.398845001,0.609049741
27099,0.150615835,0.91958062
27100,0.182466181,0.683460889
27101,0.107999985,0.445401739
27102,0.095642345,0.466280204
27103,0.098796347,0.345938694
27104,0.350447012,0.77162265
27105,0.133149565,0.155854292
27106,0.247538191,0.531097286
27107,0.105327488,0.222237226
27108,0.062408156,0.298106332
27109,0.194293021,0.402515044
27110,0.579158716,0.831603134
27111,0.175357569,0.619428539
27112,0.215666535,0.324249637
27113,0.10386568,0.214013761
27114,0.362883594,0.639168179
27115,0.065344123,0.261112291
27116,0.144278543,0.844446388
27117,0.293212203,0.108407793
27118,0.339157046,0.778606031
27119,0.205455441,0.786735891
27120,0.457697163,0.945409829
27121,0.558428913,0.814876365
27122,0.102554141,0.574059357
27123,0.09490032,0.105139325
27124,0.071681756,0.186480413
27125,0.149898093,0.568354612
27126,0.09427277,0.411585088
27127,0.272821806,0.076538901
27128,0.102717882,0.72022766
27129,0.124483721,0.526191331
27130,0.077273782,0.382132533
27131,0.12963555,0.411728701
27132,0.146763287,0.914240455
27133,0.137138334,0.953631686
27134,0.29457205,0.44252726
27135,0.2151935,0.28028635
27136,0.104322237,0.525093546
27137,0.092799522,0.276996365
27138,0.113663492,0.672610481
27139,0.119985702,0.204973365
27140,0.084850297,0.141273586
27141,0.157299776,0.645832665
27142,0.11876339,0.223548802
27143,0.077769208,0.211265512
27144,0.069954415,0.046783839
27145,0.108840269,0.03408267
27146,0.251844441,0.771376062
27147,0.191869745,0.416080953
27148,0.104472939,0.226035495
27149,0.328554138,0.928652446
27150,0.257986255,0.243969168
27151,0.078430552,0.206961087
27152,0.332603974,0.618726094
27153,0.101530857,0.750609961
27154,0.086033708,0.220533711
27155,0.103539031,0.806664888
27156,0.378573951,0.798199078
27157,0.123178702,0.583219507
27158,0.130215636,0.68011579
27159,0.118848732,0.242811887
27160,0.144580365,0.359179466
27161,0.079927412,0.10106208
27162,0.188645248,0.354999851
27163,0.165746902,0.126182391
27164,0.12707878,0.506350792
27165,0.098547981,0.698248257
27166,0.312222357,0.817161561
27167,0.132778969,0.304778874
27168,0.124014446,0.712967783
27169,0.147215505,0.376596771
27170,0.275145348,0.515680594
27171,0.138622289,0.279285609
27172,0.325269696,0.782822663
27173,0.141323058,0.38782404
27174,0.08448868,0.041783198
27175,0.134962173,0.466478012
27176,0.183544039,0.800786911
27177,0.12343265,0.360520522
27178,0.204649125,0.372681768
27179,0.386339458,0.420838509
27180,0.138834844,0.315987138
27181,0.172273976,0.881875396
27182,0.097162777,0.430727146
27183,0.167911516,0.677606632
27184,0.105542476,0.567343789
27185,0.077700024,0.057278424
27186,0.098784078,0.104115948
27187,0.079155803,0.27394533
27188,0.505576713,0.550660865
27189,0.184239877,0.511381713
27190,0.066083906,0.059388531
27191,0.301873526,0.662840493
27192,0.194886965,0.330234824
27193,0.114244942,0.724064611
27194,0.136189901,0.243162674
27195,0.285625112,0.71612763
27196,0.436168542,0.415180724
27197,0.059930432,0.236704455
27198,0.099375375,0.641664776
27199,0.1682503,0.503133053
27200,0.106402948,0.084754671
27201,0.251986682,0.876737796
27202,0.57906608,0.147177128
27203,0.125198547,0.354562482
27204,0.131645808,0.719515557
27205,0.243244938,0.716840861
27206,0.133066466,0.052966024
27207,0.104221708,0.25135925
27208,0.083991639,0.428578753
27209,0.255451667,0.243678929
27210,0.128897724,0.540245139
27211,0.431533982,0.805456566
27212,0.353795848,0.716675658
27213,0.169051476,0.283514377
27214,0.396956006,0.577054273
27215,0.151741082,0.618741905
27216,0.101587767,0.485879875
27217,0.482653902,0.57941103
27218,0.094107065,0.615095474
27219,0.137416844,0.210668633
27220,0.127339844,0.553247436
27221,0.437817381,0.861940233
27222,0.182328531,0.392936316
27223,0.752588572,0.731674824
27224,0.254641204,0.55309641
27225,0.252361669,0.47795451
27226,0.252916017,0.664952725
27227,0.12617633,0.203959993
27228,0.156294451,0.41374295
27229,0.062200184,0.269377813
27230,0.088441623,0.187957069
27231,0.130035487,0.827231489
27232,0.11165307,0.28637168
27233,0.344087896,0.200842245
27234,0.091332734,0.126064083
27235,0.085972308,0.636696834
27236,0.604284227,0.858839799
27237,0.086345161,0.250467802
27238,0.227774761,0.951257457
27239,0.115311532,0.695294647
27240,0.144363747,0.354323682
27241,0.380475933,0.582341944
27242,0.112049023,0.238717495
27243,0.105926662,0.57582526
27244,0.369419327,0.666859729
27245,0.143086788,0.563141308
27246,0.193981917,0.702207131
27247,0.581934787,0.753887276
27248,0.222602435,0.394761285
27249,0.288078143,0.725426149
27250,0.094145334,0.109099996
27251,0.103300419,0.830863793
27252,0.068808211,0.281434368
27253,0.175172419,0.928081486
27254,0.190530213,0.31156035
27255,0.075270216,0.326973411
27256,0.165069757,0.925583876
27257,0.158862146,0.260756872
27258,0.183117167,0.633487178
27259,0.139773554,0.50801384
27260,0.072748889,0.123930214
27261,0.203559347,0.678613783
27262,0.400403549,0.834673449
27263,0.087239861,0.403277525
27264,0.079105678,0.137339498
27265,0.179609967,0.420432627
27266,0.336430458,0.564600009
27267,0.107025122,0.127905098
27268,0.230365902,0.381275159
27269,0.138997829,0.273251639
27270,0.064767328,0.170966022
27271,0.108366429,0.34523025
27272,0.151581776,0.154193112
27273,0.123014228,0.240257183
27274,0.125391911,0.149607681
27275,0.375242027,0.309260485
27276,0.316746071,0.109541978
27277,0.129240453,0.530332656
27278,0.130166962,0.277568359
27279,0.118318484,0.347466741
27280,0.319483213,0.015735055
27281,0.121913339,0.645336484
27282,0.14411386,0.884963021
27283,0.113186974,0.260648748
27284,0.117610727,0.345021706
27285,0.069772924,0.552972296
27286,0.316835838,0.813274137
27287,0.131679341,0.25719697
27288,0.229892897,0.822577347
27289,0.110412,0.202657467
27290,0.129008638,0.24182088
27291,0.112559552,0.263228266
27292,0.346649503,0.725506686
27293,0.106188683,0.689087489
27294,0.084336759,0.120682276
27295,0.10588974,0.478175671
27296,0.058375181,0.160189959
27297,0.142850883,0.542691178
27298,0.374400707,0.104251266
27299,0.077603097,0.144053339
27300,0.289137696,0.242721016
27301,0.211012472,0.41876195
27302,0.173213342,0.651652651
27303,0.253763966,0.323150168
27304,0.223175499,0.539282973
27305,0.195749358,0.531293973
27306,0.09716653,0.49604476
27307,0.212330327,0.395327007
27308,0.114741188,0.283949438
27309,0.145293567,0.713286937
27310,0.097688541,0.491411553
27311,0.124658753,0.753485214
27312,0.140364161,0.362751931
27313,0.078804289,0.382637645
27314,0.228360863,0.618828366
27315,0.124196763,0.530072021
27316,0.206440902,0.717005785
27317,0.665011866,0.753663763
27318,0.07519089,0.063408025
27319,0.139245774,0.498480701
27320,0.658323093,0.553281462
27321,0.274574632,0.813012881
27322,0.166092915,0.832592447
27323,0.099916744,0.517949279
27324,0.168266775,0.749934102
27325,0.07285658,0.239212227
27326,0.091285168,0.126065675
27327,0.621490302,0.934272947
27328,0.414695856,0.684764753
27329,0.213079893,0.14513031
27330,0.194329681,0.590795874
27331,0.115089074,0.10723936
27332,0.422268621,0.910863874
27333,0.136414958,0.322753008
27334,0.187027401,0.307219545
27335,0.079573288,0.038748603
27336,0.247695992,0.681112393
27337,0.102192266,0.696622541
27338,0.138768484,0.718091992
27339,0.088511657,0.092790712
27340,0.148076109,0.738463784
27341,0.136146657,0.850446858
27342,0.088813561,0.099047553
27343,0.126878054,0.122120557
27344,0.109398603,0.579910058
27345,0.090816281,0.273055433
27346,0.268839512,0.897247558
27347,0.564831525,0.918674571
27348,0.064197755,0.072390398
27349,0.5147136,0.654226632
27350,0.230130516,0.626480248
27351,0.097744859,0.831271838
27352,0.12321631,0.248052534
27353,0.369285143,0.040226824
27354,0.123749426,0.40726849
27355,0.134609903,0.882210132
27356,0.260693482,0.17029435
27357,0.161280854,0.936890022
27358,0.496604786,0.974977101
27359,0.186147367,0.543589001
27360,0.297831497,0.75410834
27361,0.094151037,0.573564137
27362,0.230884882,0.595727624
27363,0.141747573,0.467018766
27364,0.149623493,0.380664415
27365,0.156896386,0.905652009
27366,0.067992519,0.089899208
27367,0.126953211,0.308371044
27368,0.19804922,0.657743315
27369,0.27584348,0.387214394
27370,0.065883771,0.393242639
27371,0.09764778,0.070607757
27372,0.092826887,0.243984433
27373,0.362402208,0.856259446
27374,0.245113261,0.553264274
27375,0.099920906,0.413433118
27376,0.141567761,0.110562699
27377,0.113083758,0.352570068
27378,0.110296317,0.502494551
27379,0.551128318,0.34188063
27380,0.072705269,0.354599094
27381,0.280811643,0.562399971
27382,0.491950802,0.908840366
27383,0.104269691,0.853506396
27384,0.136788023,0.300529519
27385,0.209307524,0.755980456
27386,0.122062871,0.703743736
27387,0.175672675,0.719329882
27388,0.076667954,0.073860906
27389,0.707245731,0.614667431
27390,0.120240389,0.201792174
27391,0.137086536,0.267205638
27392,0.084617283,0.144491573
27393,0.182258332,0.419513609
27394,0.51296049,0.715203608
27395,0.042686962,0.044481022
27396,0.150485307,0.37015387
27397,0.064100544,0.07806079
27398,0.157387174,0.692012538
27399,0.096351154,0.196982603
27400,0.426372683,0.689710384
27401,0.069343146,0.213982237
27402,0.064959377,0.237413313
27403,0.084007388,0.174661518
27404,0.110644734,0.187591312
27405,0.137102388,0.403188372
27406,0.101861648,0.362000356
27407,0.670005715,0.932228564
27408,0.19372133,0.954736242
27409,0.11023904,0.790074653
27410,0.469351799,0.663877216
27411,0.235872451,0.727828868
27412,0.107396586,0.249073199
27413,0.609472414,0.858604409
27414,0.235476637,0.55922879
27415,0.121853322,0.519870423
27416,0.533864328,0.920121391
27417,0.133348548,0.470897375
27418,0.085239311,0.203313954
27419,0.239696367,0.983974718
27420,0.143042104,0.340584758
27421,0.601915304,0.561944257
27422,0.199800183,0.458534771
27423,0.116590198,0.84356672
27424,0.118727986,0.234062578
27425,0.230246301,0.386176826
27426,0.393009919,0.662285998
27427,0.429609415,0.468204186
27428,0.047225668,0.026739627
27429,0.438973002,0.886590579
27430,0.099608395,0.60256839
27431,0.17139219,0.781021123
27432,0.240547409,0.860158893
27433,0.213142114,0.843733069
27434,0.080810903,0.186737215
27435,0.156795273,0.827810397
27436,0.692446338,0.820349077
27437,0.061594312,0.128781387
27438,0.139272898,0.193647126
27439,0.082629561,0.095365597
27440,0.136840438,0.04794055
27441,0.180068286,0.890881457
27442,0.080248309,0.444288683
27443,0.295077917,0.585655084
27444,0.148398806,0.071943052
27445,0.340466067,0.802027983
27446,0.063271592,0.209296936
27447,0.131618347,0.429632305
27448,0.063061872,0.244940761
27449,0.556833214,0.906949455
27450,0.258272884,0.800013015
27451,0.398324135,0.313782808
27452,0.107266095,0.217938048
27453,0.133557719,0.299725031
27454,0.123066233,0.083395286
27455,0.132638225,0.408485808
27456,0.081048176,0.088154043
27457,0.675769313,0.899066528
27458,0.124932817,0.538553267
27459,0.125577653,0.25853474
27460,0.342652164,0.661804205
27461,0.778010057,0.280288761
27462,0.167476195,0.599890668
27463,0.159522819,0.161656024
27464,0.226792145,0.512350986
27465,0.181269623,0.480081018
27466,0.126788524,0.240936698
27467,0.390099397,0.896419866
27468,0.516840373,0.904585733
27469,0.258056983,0.662227917
27470,0.107601501,0.532094805
27471,0.262302053,0.379538617
27472,0.114671206,0.639163014
27473,0.101778395,0.476796992
27474,0.203773741,0.572808904
27475,0.323074293,0.433056158
27476,0.136294476,0.368946129
27477,0.107129287,0.443580357
27478,0.489997084,0.565998929
27479,0.130468102,0.780620896
27480,0.232597554,0.593840753
27481,0.188601187,0.516629032
27482,0.575144894,0.916737386
27483,0.129788823,0.310109171
27484,0.465444438,0.94248127
27485,0.135084354,0.229592174
27486,0.136512773,0.42576437
27487,0.502362554,0.794746542
27488,0.71302771,0.937510778
27489,0.210295845,0.569476995
27490,0.71469349,0.630162932
27491,0.069639042,0.029604079
27492,0.307311896,0.365399812
27493,0.158565063,0.60968058
27494,0.114695889,0.357125567
27495,0.095644038,0.067290796
27496,0.109543247,0.409518614
27497,0.488399122,0.454619951
27498,0.123301257,0.18618832
27499,0.287633268,0.72101166
27500,0.14751886,0.279689455
27501,0.396211085,0.411706279
27502,0.562551567,0.696973685
27503,0.092435054,0.315224585
27504,0.11757822,0.217098426
27505,0.133625774,0.377207003
27506,0.200599004,0.374094168
27507,0.151631399,0.880330501
27508,0.296732374,0.304122762
27509,0.085127308,0.626937075
27510,0.151089091,0.436978064
27511,0.124982169,0.515251286
27512,0.636915984,0.854864378
27513,0.087007939,0.805275074
27514,0.376634455,0.390806201
27515,0.128691965,0.690110987
27516,0.510706089,0.830538674
27517,0.07016776,0.124630995
27518,0.488601403,0.837945879
27519,0.118632622,0.306730636
27520,0.097200421,0.138000088
27521,0.081930456,0.155791164
27522,0.073990399,0.163178918
27523,0.079968268,0.045332369
27524,0.148650421,0.578777379
27525,0.275253526,0.703782817
27526,0.476350773,0.617553742
27527,0.233818367,0.634750296
27528,0.503822655,0.764158788
27529,0.13009367,0.42129781
27530,0.156260938,0.247598838
27531,0.275415405,0.334068795
27532,0.16812727,0.618828972
27533,0.11507346,0.413935976
27534,0.172051897,0.553843588
27535,0.066371418,0.062951124
27536,0.083440282,0.187988177
27537,0.075743553,0.40504594
27538,0.085421327,0.177940028
27539,0.118633358,0.813998481
27540,0.290862319,0.511861877
27541,0.178729813,0.953637006
27542,0.147530633,0.123794836
27543,0.318922082,0.33039653
27544,0.181531947,0.266700285
27545,0.099329412,0.068098938
27546,0.057349981,0.039272956
27547,0.193963703,0.526887394
27548,0.094548508,0.291507645
27549,0.142141026,0.76273522
27550,0.128010501,0.340018147
27551,0.122832357,0.295502819
27552,0.18585796,0.781252541
27553,0.290831877,0.794219961
27554,0.077268825,0.505835394
27555,0.069368466,0.26535631
27556,0.125680523,0.483606029
27557,0.187934769,0.476195872
27558,0.076195352,0.045224821
27559,0.216963776,0.648881364
27560,0.148254995,0.057559619
27561,0.181579217,0.640480187
27562,0.170922233,0.540066479
27563,0.080611286,0.061521825
27564,0.073864889,0.136774418
27565,0.151437704,0.273621049
27566,0.214842243,0.684074355
27567,0.100407002,0.309031153
27568,0.101820659,0.303948552
27569,0.587939422,0.256246237
27570,0.046382137,0.046585684
27571,0.088119205,0.124545407
27572,0.072644184,0.323438822
27573,0.041566967,0.352169422
27574,0.09240993,0.370480537
27575,0.294817618,0.368805629
27576,0.210034368,0.602586037
27577,0.164259339,0.452156101
27578,0.126858628,0.566842592
27579,0.438777249,0.777364371
27580,0.130890594,0.80699495
27581,0.043764298,0.083225967
27582,0.074871537,0.132786862
27583,0.1403633,0.334932846
27584,0.121856429,0.788503564
27585,0.143534991,0.628821071
27586,0.204857401,0.431866362
27587,0.127986362,0.499537815
27588,0.386099919,0.808275523
27589,0.511493201,0.583713696
27590,0.084357628,0.307368093
27591,0.144787352,0.394234387
27592,0.123169758,0.823154334
27593,0.149283465,0.21720917
27594,0.912469155,0.944904577
27595,0.134534984,0.48613293
27596,0.165291878,0.471423631
27597,0.202109274,0.268200294
27598,0.267026862,0.890895505
27599,0.487184523,0.43013956
27600,0.118474985,0.936146121
27601,0.136695906,0.413868322
27602,0.269930037,0.618672777
27603,0.056119956,0.107261413
27604,0.649293752,0.948521676
27605,0.042632519,0.022484033
27606,0.212343004,0.547352032
27607,0.095386818,0.148559386
27608,0.253808498,0.698461092
27609,0.1576521,0.174154064
27610,0.057220758,0.1263415
27611,0.350195679,0.489935365
27612,0.129801964,0.803625497
27613,0.158632948,0.550392447
27614,0.142770174,0.267277861
27615,0.078455308,0.329651803
27616,0.076957835,0.339020644
27617,0.113963314,0.726018787
27618,0.60912453,0.571331164
27619,0.144393306,0.439366401
27620,0.163141113,0.49642891
27621,0.142142659,0.868320978
27622,0.07979549,0.330477986
27623,0.418467462,0.730090186
27624,0.827882336,0.944112786
27625,0.51974352,0.457569264
27626,0.167802043,0.330978132
27627,0.138079457,0.774382699
27628,0.123492334,0.489263581
27629,0.031921834,0.083842701
27630,0.153467475,0.670311453
27631,0.629696422,0.875595984
27632,0.161731301,0.679597813
27633,0.195716975,0.274770878
27634,0.457649063,0.779169439
27635,0.240363229,0.441376692
27636,0.078045918,0.287601896
